name;companyid;ifgenerated
TOTAL CZECH REPUBLIC;91;0
Total;91;1
TOTAL PETROCHEMICALS FRANCE;91;0
Joss B.V. llp p.l.l.c.;92;1
Joss Elastomers & Chemicals B.V.;92;0
JOSS;92;0
Joss B.V.;92;1
Joss Holding B.V.;92;0
Afton Chemical De Mexicosa De Cv;93;0
Afton Chemical Industria De Aditivos Ltda;93;0
Afton Chemical De;93;1
Afton Chemical India Private Ltd.;93;0
Afton Chemical Hyderabad Pvt., Ltd.;93;0
Reliance Industries Ltd.;94;0
Reliance Brands;94;0
Ryohin Keikaku Reliance India Private Ltd.;94;0
Reliance Lifestyle Holding;94;0
Reliance Bally India Private Ltd.;94;0
SOPREMA GROBBENDONK;95;0
Soprema as llc;95;1
Soprema;95;1
Soprema Iberia;95;0
Soprema p.c. s.a.p.a. sal;95;1
Basf Pakistan Ltd.;96;0
Basf Pakistan tov;96;1
Basf Pakistan Private Ltd.;96;0
Basf Pakistan Ltd. lllp sicav;96;1
Basf Pakistan s. en c. a.s.;96;1
AGIP ENI GROUP;97;0
Agip;97;1
Azienda Generale Italiana Petroli;97;0
AGIP;97;0
agip spa;97;0
Sumitomo Corporation Do Brasil Sa;98;0
Sumitomo Corporation Of America;98;0
Sumitomo Corporation Of fie;98;1
SUMITOMO Corporation Of v.o.f.;98;1
Sumitomo Corp. Of America;98;0
Reliance Private Ltd.;99;1
Reliance Clothing India Private Ltd.;99;0
Reliance Luxury Fashion Private Ltd.;99;0
Reliance Private Ltd. sccl;99;1
Reliance Private p.l.l.c. sarl;99;1
Sumika Polymers Mexico S De Rl De Cv;100;0
Sumika Polymers North America De;100;1
Sumika Polymers North America Inc.;100;0
Sumika Polymers North America;100;0
Sumika Polymers NORTH America xk l.l.l.p. United States;100;1
Indian Synthetic Rubber Private Ltd.;101;0
Indian Synthetic Rubber s.l.n.e.;101;1
Indian Synthetic Rubber Ltd.;101;0
Indian Synthetic RUBBER gte. sicav;101;1
Indian Synthetic Rubber Pvt., Ltd.;101;0
Fc Daewoo Textile Llc;102;0
Daewoo Paper Mfg.Cd. Ltd.;102;0
Daewoo International America Corp.;102;0
Daewoo International Corp.;102;0
Daewoo Spinning Mills;102;0
Posco Daewoo America Corp. Toronto B;102;0
Posco Daewoo America Corp.;102;0
Posco Daewoo Corporation;102;0
A.P.I. Applicazioni Plastiche Industriali SPA;103;0
API;103;0
API sal pllc;103;1
Trinseo API;103;0
Api;103;1
Yokohama Industries Americas;104;0
Yokohama Re Mfg.;104;0
Yokohama Tire Corp.;104;0
Yokohama Tire Corporation;104;0
Yokohama Tire Canada;104;0
VARO ENERGY;105;0
Varo Energy kb gie;105;1
Varo Energy B.V.;105;0
Varo Energy;105;1
Varo Energy Grenada;105;1
Evonik Corporation C/O Stockhausen;106;0
Evonik Cryo Llc;106;0
Evonik Cyro Llc;106;0
Evonik Degussa Brasil Ltda;106;0
Evonik Corp.;106;0
Evonik India;106;0
Evonik Cyro Llc Mobile;106;0
Binne & Sohn GmbH & Co. KG Dachbaustoffwerk;107;0
BINNE;107;0
Binne & tmi snc;107;1
Binne & Sohn GmbH & Co KG;107;0
Binne &;107;1
Showa;108;1
Showa Shell Sekiyu K.K.;108;0
SHOWA SHELL;108;0
SHOWA REKISEI;108;0
Showa Rekisei Industries Co.,Ltd.;108;0
Wakol p.c. nl;109;1
Wakol;109;1
Wakol sp.k.;109;1
Wakol Gmbh;109;0
WAKOL;109;0
Exxonmobil Chemical Asia Pacific;110;0
Exxonmobil Chemical Americas On;110;0
Exxonmobil Chemical Americas Springwoods Village Parkway;110;0
Exxonmobil Chemical Co.;110;0
Exxonmobil Asia Pacific R & D Co., Ltd.;110;0
Exxonmobil Chemical Co. Baytown Chemical Plant;110;0
Dupont Apollo Shenzhen Ltd.;111;0
Dupont Teijin Films;111;0
Dupont Specialty Products Usa Llc;111;0
Dupont Do Brasil Sa;111;0
E.I.Dupont De Nemours & Co. Inc.;111;0
Dupont Mexico;111;0
Dupont Nutrition Usa Inc.C O Ceva;111;0
Dupont Korea Inc.;111;0
Exxonmobil Chemical Americas On;112;0
Exxonmobil Chemical Americas Springwoods Village Parkway;112;0
Exxonmobil Chemical Americas;112;1
Exxonmobil Chemical sae;112;1
Exxonmobil Chemical MV;112;1
Dow Brasil Industria E Comercio De Produtos Quimicos Lt;113;0
Dow Brasil Sudeste Industrial Ltda;113;0
Dow Silicones Corp.;113;0
Dow Brasil Industria & Comercio De Produtos Quimicos Lt;113;0
Dow Silicones Corp. Plant;113;0
SWISSPOR VAPAROID;114;0
Swisspor Polska Sp. z o.o.;114;0
Swisspor;114;1
Swisspor JE;114;1
SWISSPOR POLSKA;114;0
QUANDT DACHBAHNEN;115;0
Quandt Dachbahnen W. lllp nl;115;1
W. Quandt Gmbh & Co. Kg;115;0
W. Quandt Dachbahnen und Dachstoffe GmbH;115;0
Quandt Dachbahnen W. Gmbh;115;1
Marathon Oil Corporation NYSEMRO;116;0
Marathon Oil Corporation Nysemro;116;1
Marathon Oil Corporation inc. Bouvet Island;116;1
Marathon Oil Corporation p.l.l.c. as SL;116;1
MARATHON;116;0
SO.F.TER.;117;0
SO.F.TER. S.r.l;117;0
P.GROUP SO.F.TER. DEUTSCHLAND GmbH;117;0
SOFTER / CELANESE;117;0
So.F.Ter.;117;1
Tremco Illbruck s. de r.l. vof;118;1
Tremco illbruck Group GmbH;118;0
Tremco Illbruck pty. ltd.;118;1
Tremco Illbruck;118;1
TREMCO ILLBRUCK / RPM;118;0
Automotive Performance;119;1
Automotive Performance Material;119;0
Automotive Performance Materials;119;0
Automotive Performance as a.e.;119;1
AUTOMOTIVE PERFORMANCE MATERIAL APM;119;0
Mondi Styria GmbH;120;0
Mondi Scunthorpe Limited;120;0
Mondi mepe;120;1
MONDI;120;0
Mondi;120;1
Sumitomo Rubber Industries Usa;121;0
Sumitomo Rubber Industries;121;0
Sumitomo Rubber Saint Pierre and Miquelon;121;1
Sumitomo Rubber Usa Llc;121;0
Sumitomo Rubber;121;1
PARKER HANNIFIN NG;122;1
Parker Hannifin Canada Division;122;0
Parker Hannifin Distribution Center;122;0
Parker Hannifin ay p.l.l.c.;122;1
Parker Hannifin;122;1
LISOLANTE K-Flex Spa K Flex USA Llc. NOMACO;123;1
K Flex Usa Llc. Nomaco;123;0
LISOLANTE K-FLEX SPA;123;0
Lisolante K-Flex Spa K Flex Usa Llc. ehf.;123;1
Lisolante K-Flex Spa K Flex Usa Llc. Nomaco;123;1
Dow Europe Gmb H sp.j.;124;1
Dow EUROPE Gmb b.v. Ireland;124;1
Dow Europe Gmb soc.col.;124;1
Dow Europe Gmb H Plant F;124;0
Dow Europe Gmb H;124;0
ASSA;125;0
Assa unltd;125;1
Assa nl SN;125;1
ASSA Roofing Solutions;125;0
Assa;125;1
Zeon Specialty Materials Inc.;126;0
Zeon Advanced Polymix Co., Ltd.;126;0
Zeon Corporation;126;0
Zeon Shanghai Co. Ltd.;126;0
Zeon Belts Private Ltd.;126;0
Zeon Chemicals L P;126;0
Zeon Produtos Quimicos Do Brasil Ltda;126;0
ZEON CO.,LTD. KASEI b.v. GS;127;1
ZEON KASEI CO., LTD.;127;0
Ibaraki Zeon Kasei Co.,Ltd.;127;0
Zeon Co.,Ltd. Kasei;127;1
Zeon Logistical Materials Co.,Ltd.;127;0
Icopal;128;1
ICOPAL KFT.;128;0
Icopal ud;128;1
Icopal Indonesia;128;1
ICOPAL;128;0
Three Bond Europe;129;1
Three Bond nl ltda;129;1
Three Bond kda cpt koop.;129;1
THREE BOND EUROPE;129;0
Three Bond Europe S.A.;129;0
EUROVIA VINCI;130;0
Eurovia Polska S A;130;0
EUROVIA CZECHY;130;0
Eurovia CS;130;0
EUROVIA POLSKA;130;0
Rhenocoll-Werk E.K.;131;0
Rhenocoll-Werk sd;131;1
Rhenocoll-Werk tmi;131;1
Rhenocoll-Werk;131;0
Rhenocoll-Werk sp FO;131;1
Termocompo - Industria Termoplastica, nl;132;1
TERMOCOMPO;132;0
Termocompo - Industria Termoplastica, Lda;132;0
Termocompo - IndUstria TermoplAstica, Lda;132;0
Termocompo - Industria Termoplastica, s.a. teo pty. ltd.;132;1
Probisa Productos sal corp. Anguilla;133;1
Probisa Productos Bituminosos S.L.U.;133;0
PROBISA;133;0
Probisa Productos Bituminosos;133;0
Probisa Productos Bituminosos ses. sicav Brunei Darussalam;133;1
ENEOS Globe Energy Co., Ltd.;134;0
Eneos Globe Corporation;134;0
Eneos Globe;134;1
Eneos Globe pllc esv HR;134;1
Eneos Globe lllp Saint Vincent and the Grenadines;134;1
Delta Roofing, Inc. Acm;135;1
Delta Roofing, Inc.;135;0
DELTA ACM;135;0
Delta Roofing, Inc. pp Burundi;135;1
Delta Roofing, Inc. Acm aj pllc PG;135;1
Soudal p.l.l.c. sicav ltd.;136;1
Soudal;136;1
SOUDAL;136;0
Soudal NV;136;0
Soudal N.V.;136;0
Ravago Mfg. India Private Ltd.;137;0
Ravago Distribution Sa;137;0
Ravago Shah Polymers Pvt., Ltd.;137;0
Ravago Group;137;0
Ravago Ltd. Hk;137;0
Danis Yapi Madencilik Sanayi Ve Ticaret Anonim Sirketi esv rhf;138;1
Danis Yapi Madencilik Sanayi Ve Ticaret Anonim Sirketi;138;0
Danis YAPI Madencilik SANAYI Ve Ticaret Anonim fie;138;1
Danis Yapi Madencilik Sanayi Ve Ticaret Anonim gie s.c.a. Croatia;138;1
DANIS YAPI;138;0
Afton Chemical India Private Ltd. Industria De Aditivos sasu ses.;139;1
Afton Chemical Industria De Aditivos Ltda;139;0
Afton Chemical India Private Ltd.;139;0
Afton Chemical India Private LTD. Industria De ADITIVOS sp. z.o.o. hb;139;1
Afton Chemical India Private Ltd. Industria De Aditivos Ltda;139;1
DALPO;140;0
Dalpo Z O;140;1
Dalpo Poznan Sp Z O O SpOlka Komandytowa;140;0
Dalpo Sp. z o.o.;140;0
Dalpo Z O unlimited sal;140;1
Bharat Adhesives;141;0
Bharat Adhesives Heavy Electricals;141;1
Bharat Adhesives Heavy Electricals Ltd.;141;1
Bharat ADHESIVES Heavy Electricals co.;141;1
Bharat Heavy Electricals Ltd.;141;0
Negromex p.l.l.c. nl;142;1
Negromex pty ltd;142;1
Negromex;142;1
NEGROMEX;142;0
Industrias Negromex;142;0
Dow Brasil INDUSTRIA E Comercio DE Produtos Quimicos LT SUDESTE CW;143;1
Dow Brasil Industria E Comercio De Produtos Quimicos Lt Sudeste Industrial Ltda;143;1
DOW Brasil INDUSTRIA E Comercio De Produtos Quimicos Lt Sudeste p.l.l.c. private;143;1
Dow Brasil Industria E Comercio De Produtos Quimicos Lt;143;0
Dow Brasil Sudeste Industrial Ltda;143;0
MAKYOL;144;0
Makyol insaat Sanayi Turizm Ve Ticaret A S;144;0
Makyol Insaat Sanayi Turizm VE Ticaret e.c. sicav TR;144;1
Makyol Insaat Sanayi Turizm Ve Ticaret;144;1
Makyol Insaat Sanayi Turizm ve Ticaret A.S.;144;0
Omv Aktiengesellschaft vof ultd;145;1
OMV ALL PLANTS;145;0
OMV Aktiengesellschaft;145;0
Omv Aktiengesellschaft;145;1
OMV Aktiengesellschaft WBAGOMV;145;0
Superbeton;146;1
Superbeton nl p.c.;146;1
Superbeton p.l.l.c. unltd United States Minor Outlying Islands;146;1
SUPERBETON S.P.A.;146;0
SUPERBETON;146;0
Vedag gte.;147;1
VEDAG GMBH BAMBERG;147;0
Vedag s.e.;147;1
Vedag;147;1
VEDAG;147;0
Freudenberg Nok De ltd;148;1
Freudenberg Nok De;148;1
Freudenberg Nok Pvt., Ltd.;148;0
Freudenberg Nok De Mexico Sa De Cv;148;0
Freudenberg Nok Componentes Brasil Ltda;148;0
Ter hell & co. Gmbh;149;0
TER Group GmbH;149;0
TER HELL OR STRABEQ;149;0
Ter Hell Gmbh;149;1
Ter Hell Gmbh zat;149;1
Lagan Bitumen;150;1
Lagan Bitumen sicav sicav Ireland;150;1
Lagan Bitumen xxk;150;1
LAGAN BITUMEN LTD;150;0
Lagan Bitumen Limited;150;0
SANYHOT;151;0
Sanyhot;151;1
Sanyhot private s.a.d.;151;1
Sanyhot qk l.l.l.p. Burundi;151;1
Sanyhot Adhesivos;151;0
ALIBESA;152;0
Andaluza De Bituminosos Y sa;152;1
Andaluza De Ligantes Bituminosos Y Betunes Sa En Liquidacion;152;0
Andaluza de Ligante Bituminosos y Betunes S.A.;152;0
Andaluza De Bituminosos Y Betunes;152;1
Jiangsu Canlon Building Materials s.a.s.;153;1
Jiangsu Canlon Building Materials Co., Ltd.;153;0
Jiangsu Canlon Building Materials;153;0
Jiangsu Canlon Building;153;1
Jiangsu Canlon Building llp sicav BM;153;1
WRIGHT ASPHALT PRODUCTS;154;0
Wright Asphalt Products Company LLC;154;0
Wright Asphalt Products;154;1
Wright Asphalt snc p/s;154;1
Wright Asphalt Products Co.;154;0
AURIQUIMICA LTDA lllp s.a.;155;1
Auriquimica Ltda Filial;155;0
Auriquimica Ltda Cnpj;155;0
Auriquimica Ltda;155;0
AURIQUIMICA LTDA d.o.o.;155;1
Lotos Asfalt kgaa;156;1
Lotos Asfalt gmbh & co. kg;156;1
LOTOS ASFALT;156;0
Lotos Asfalt;156;1
LOTOS Asfalt Sp. z o.o.;156;0
Ineos USA Llc s.a.s. hb;157;1
Ineos Usa Llc;157;0
INEOS Usa Llc ltd;157;1
Ineos Usa Llc Oligomers;157;1
Ineos Oligomers;157;0
Verel Srl;158;0
Vebel S.R.L. Verel Srl;158;1
Vebel S.R.L. Verel Srl pt;158;1
VEBEL S.R.L.;158;0
Vebel S.R.L. Verel sae p.l.l.c. BY;158;1
Ceva Freight Management;159;0
Ceva Freight;159;1
CEVA FREIGHT;159;1
Ceva Freight Llc;159;0
Ceva Freight Management Mexico;159;0
ADRIATICA BITUMI;160;0
ADRIATICA BITUMI S.P.A.;160;0
Adriatica Bitumi HU;160;1
Adriatica Bitumi;160;1
Adriatica Bitumi Spa;160;0
Isover Saint-Gobain;161;0
SAINT-GOBAIN;161;0
Saint-Gobain Corporation;161;0
BITUVER;161;0
Saint-Gobain Isover Austria GmbH;161;0
Sabic Innovative sicav xk Guadeloupe;162;1
Sabic Innovative SC;162;1
Sabic Innovative Plastics Us Llc;162;0
Sabic Innovative Plastics Mexico S.;162;0
Sabic Innovative Plastics;162;1
Ikea Distribution Services Gmb H;163;0
Ikea Distribution Services;163;0
Ikea Distribution;163;1
Ikea Distribution ServiceShanghai;163;0
Ikea Distribution snc comm.v GH;163;1
Grisard;164;1
GRISARD AG;164;0
Grisard qk oao;164;1
Grisard inc l.t.d.;164;1
GRISARD;164;0
Technonikol s.r.l.;165;1
Technonikol;165;0
Technonikol vzw sa;165;1
TECHNONIKOL;165;0
TechnoNikol Ltd.;165;0
Softer Us Inc. So.F.Ter. Spa o.v.e.e.;166;1
Softer Us Inc.;166;0
Softer Us Inc. So.F.Ter. Spa;166;1
Softer Us Inc. So.F.Ter. vzw pllc;166;1
SO.F.TER. SPA;166;0
MICHELIN HUNGARIA KFT;167;0
Michelin Hungaria UZ;167;1
MICHELIN HUNGARIA TYRE MANUFACTURE LTD;167;0
MICHELIN POLSKA,SIMOREP ET CIE,SIMOREP & CIE;167;0
Michelin Hungaria;167;1
PORR;168;0
porr ag;168;0
Porr ud;168;1
Porr;168;1
Porr s.c.s. kda;168;1
Isolago S.A. LR;169;1
ISOLAGO S.A.;169;0
Isolago S.A. Angola;169;1
Isolago S.A.;169;1
Isolago - Industria de Plasticos S.A.;169;0
HUBEI GUOCHUANG HI-TECH MATERIAL;170;0
Hubei Guochuang Hi-Tech Material;170;1
HUBEI GUOCHUANG HI-TECH MATERIAL IN;170;0
Hubei Guochuang Hi-tech Material Co.,Ltd SZSE;170;0
Hubei Guochuang s.a.;170;1
Kerabitpro Oy Kerabit;171;1
KerabitPro Oy;171;0
Kerabitpro Oy Kerabit i/s;171;1
KERABIT;171;0
Kerabitpro Oy Kerabit ik Zambia;171;1
POLYGLASS;172;0
Polyglass;172;1
Polyglass l.l.l.p.;172;1
POLYGLASS S.P.A.;172;0
POLYGLASS ses. s.c.a.;172;1
M. Holland Co. M.Holland;173;1
M. Holland Co.;173;0
M.Holland Co.;173;0
M. Holland Co. AR;173;1
M. Holland Co. M.Holland ky Ghana;173;1
Pafra Adhesives Ltd;174;0
Pafra Adhesives Limited;174;0
Pafra Adhesives;174;1
PAFRA ADHESIVES lllp p.l.l.c. Chile;174;1
Pafra Adhesives sp. z o.o.;174;1
BULMARKET DM;175;0
Bulmarket DM Ltd.;175;0
Bulmarket Dm xk private;175;1
Bulmarket Dm qk sd;175;1
Bulmarket Dm;175;1
Spc;176;1
SPC Spain;176;0
SPC Europe Limited;176;0
Spc Djibouti;176;1
SPC-JEVSA SLU;176;0
Danisco Ltd.;177;1
Danisco China Co., Ltd.;177;0
Danisco India Pvt., Ltd.;177;0
Danisco Ltd. o.e.;177;1
Danisco Ltd. ood AF;177;1
Vetus & Maxwell Marine India Pvt., Ltd.;178;0
Maxwell PR;178;1
Maxwell;178;0
Maxwell RU;178;1
Maxwell Polymers Llp;178;0
EIFFAGE CONSTRUCTION ALPES DAUPHINE;179;0
Eiffage sa;179;1
EIFFAGE;179;0
Eiffage;179;1
Eiffage SA ENXTPAFGR;179;0
Indian Oxides And Chemicals Private Ltd. Overseas Bank sa;180;1
Indian Oxides And Chemicals Private Ltd.;180;0
Indian Oxides And Chemicals Private Ltd. Overseas Bank;180;1
Indian OXIDES And Chemicals Private Ltd. Overseas oao;180;1
Indian Overseas Bank;180;0
PAUL BAUDER GMBH & CO KG;181;0
Paul Bauder Gmbh & Co;181;1
Paul Bauder Gmbh & l.l.l.p. sdn. bhd.;181;1
Paul Bauder Gmbh vzw;181;1
PAUL BAUDER GMBH & CO KG, STUTTGART PLANT;181;0
Kuraray Mexico S. De R.L. De C.V.;182;0
Kuraray De kv. llp British Indian Ocean Territory;182;1
Kuraray India Private Ltd.;182;0
Kuraray America Inc.;182;0
Kuraray De;182;1
Dupont Teijin Films Nutrition Usa Inc.C O Ceva t:mi sh.a.;183;1
Dupont Teijin Films Nutrition Usa Inc.C O Ceva lllp co GP;183;1
Dupont Teijin Films Nutrition Usa Inc.C O Ceva;183;1
Dupont Teijin Films;183;0
Dupont Nutrition Usa Inc.C O Ceva;183;0
Inreco Emulsje - Emulsja Sp. Z O.O. n.v. sicav GU;184;1
Inreco Emulsje - Emulsja Sp. Z O.O.;184;1
INRECO EMULSJE;184;0
INRECO - EMULSJA SP. Z O.O.;184;0
INRECO Emulsje - Emulsja Sp. Z mepe BB;184;1
OMUR TABAN;185;0
Omur fa;185;1
Omur;185;1
Omur LV;185;1
Omur s.r.o. sicav;185;1
Goodyear;186;0
Goodyear lllp s.f. s.a.;186;1
Goodyear sp.k. vzw;186;1
The Goodyear Tire and Rubber Company;186;0
Goodyear Chemical Co;186;0
Synthos Kralupy;187;0
Synthos Dwory SA;187;0
Synthos;187;0
Synthos Dwory Spolka;187;0
Synthos rubber;187;0
Flex . s.p.;188;1
Hansa Flex Usa;188;0
Nichirin Flex U . S . A . Inc.;188;0
Flex .;188;1
Flex Sol;188;0
Wrgrace & Co. Of Canada Ltd. W. R. Grace Corp;189;1
W. R. Grace Canada Corp;189;0
WRGRACE & Co. Of Canada Ltd. W. R. Grace;189;1
Wrgrace & Co. Of Canada Ltd.;189;0
WRGRACE;189;0
Total Petrochemicals France SA;190;0
Total Petrochemicals France Sa Czech sal;190;1
Total PETROCHEMICALS France Sa Czech Republic MP;190;1
TOTAL CZECH REPUBLIC;190;0
Total Petrochemicals France Sa Czech Republic;190;1
Super Beton d.n.o.;191;1
Super Beton Ltd.;191;0
Super Beton pllc qk Argentina;191;1
Super Beton;191;1
SUPER BETON;191;0
Binex Line Corp. Chicago;192;0
Binex Line Corp. Seattle;192;0
Binex Line Corp.;192;0
Binex Line Corp. Vancouver;192;0
Binex Line Corp. TZ;192;1
Fragmat Tim;193;1
FRAGMAT;193;0
Fragmat Tim snc og;193;1
Fragmat TIM d.o.o.;193;0
FRAGMAT TIM d.d.;193;0
Thuan Loi Rubber qk d.d.;194;1
Thuan Loi Rubber Co., Ltd.;194;0
Thuan Loi Rubber;194;0
Thuan Loi Rubber llp pty ltd;194;1
Thuan Loi pllc xt;194;1
ISOLIERERZEUGNISSE GROSSROHRSDORF GMBH;195;0
Isoliererzeugnisse GroBrohrsdorf Gmbh;195;0
Isoliererzeugnisse Gmbh SB;195;1
Isoliererzeugnisse Gmbh;195;1
Isoliererzeugnisse Gmbh pte qk Antarctica;195;1
Fenner Dunlop Charlotte Inc.;196;0
Fenner Drives, Inc.;196;0
Fenner Advanced Sealing Technologies, Inc.;196;0
Fenner Dunlop Toledo, Llc;196;0
CDI Energy Products Divison of Fenner Advanced Sealing Technologies;196;0
Fenner Dunlop Atlanta, Inc.;196;0
Fenner Precision, Inc.;196;0
Fenner USA;196;0
Fenner Dunlop Holdings, Inc.;196;0
Bal Taban Granul Ayakkabicilik Sanayi Ve Ticaret Limited Sirketi,;197;1
Bal Taban Granul Ayakkabicilik Sanayi VE TICARET Limited sae;197;1
Bal Taban Granul AYAKKABICILIK Sanayi Ve Ticaret Limited SIRKETI,;197;1
BAL TABAN;197;0
BAL TABAN GRANUL AYAKKABICILIK SANAYI VE TICARET LIMITED SIRKETI,;197;0
Multibase sicav vof Puerto Rico;198;1
MULTIBASE;198;0
Multibase Inc.;198;0
Multibase;198;1
MULTIBASE a/s;198;1
ANSER Sp.z o.o;199;0
Anser Sp.Z O.O Zaklady CHEMICZNE Sp. Z O.O. e.v. NC;199;1
Anser Sp.Z O.O Zaklady CHEMICZNE Sp. Z aat;199;1
Zaklady Chemiczne Anser Sp. z o.o.;199;0
Anser Sp.Z O.O Zaklady Chemiczne Sp. Z O.O.;199;1
PARKER HANNIFIN USA;200;0
PARKER HANNIFIN;200;0
Parker Hannifin Malawi;200;1
Parker Hannifin;200;1
Parker Hannifin sp. z o.o. xk;200;1
Mitsui & ovee;201;1
Mitsui &;201;1
Mitsui & Co Usa Inc.;201;0
Mitsui & Co., Ltd.;201;0
Mitsui & Co Canada;201;0
Eterna S.A. S plc;202;1
Eterna S.A. S A;202;1
ETERNA S.A. S xk;202;1
Eterna S.A.;202;0
Eterna S A;202;0
General Electric Plastics;203;1
General Electric Plastics Italia Srl;203;0
GENERAL ELECTRIC PLASTICS xk;203;1
General Electric Plastics Gmbh;203;0
General Electric Plastics hb sp.p.;203;1
Ravago SA;204;0
Ravago nl ses. Belgium;204;1
RAVAGO;204;0
Ravago;204;1
Ravago AR;204;1
Kumho Tire Changchun Co. Inc.;205;0
Kumho Tire Tianjin Co., Ltd.;205;0
Kumho Tire Georgia Inc.;205;0
Kumho Petrochemical Co., Ltd.;205;0
Kumho Tire Goergia Inc.;205;0
Oldcastle Building Products, Inc. Old Castle;206;1
OLD CASTLE;206;0
OLDCASTLE BUILDING Products, Inc. Old;206;1
Oldcastle Building Products, Inc.;206;0
Oldcastle Building PRODUCTS, Inc. Old s.c.a. kt;206;1
PROBIGALP;207;0
Probigalp - Ligantes Betuminosos, S.A. ead Tunisia;207;1
Probigalp - LIGANTES Betuminosos, S.A. llp;207;1
Probigalp - Ligantes Betuminosos, suc. de descendants;207;1
Probigalp - Ligantes Betuminosos, S.A.;207;0
Michelin pllc s.c.s.;208;1
Michelin;208;0
MICHELIN ky vof MU;208;1
Michelin tires;208;0
Michelin ood yoaj;208;1
Ashland;209;0
Ashland GH;209;1
Ashland s.a.;209;1
Ashland Specialty Ingredients Gp;209;0
Ashland Inc.;209;0
Jsr America Inc.;210;0
JSR CORPORATION TSE;210;0
LTD.;210;0
Jsr Bst Elastomer;210;0
Japan Synthetic Rubber Co;210;0
BST ELASTOMERS CO.;210;0
JSR Corporation;210;0
Jsr Tradig Inc.;210;0
YALTEKS YALITIM MALZEMELERI SAN. VE TIC. A.S;211;0
Yalteks Yalitim Malzemeleri Sanayi Ve Ticaret Anonim Sirketi;211;0
AS TEKNIK MUHENDISLIK YAPI VE YALITIM MALZEMELERI ALUMINYUM VE PLASTIK SAN. TIC. A.S.;211;0
Yalitim Malzemeleri Ve;211;1
Yalitim Malzemeleri Ve k.v.;211;1
Plastay Kazakhstan;212;1
Plastay Kimya;212;0
Plastay Kimya Sanayi Ve Ticaret A S;212;0
Plastay;212;1
PLASTAY GROUP;212;0
Tsrc Reunion;213;1
Tsrc;213;1
Tsrc Corporation;213;0
tsrc;213;0
Taiwan Synthetic Rubber Corp.;213;0
NORDENIA;214;0
OSTERBURKEN GMBH NORDENIA ses. pty ltd sa;214;1
Osterburken Gmbh Nordenia;214;1
Mondi Osterburken GmbH;214;0
Nordenia deutschland osterburken gmbh;214;0
Synthos Kralupy;215;0
Synthos PM;215;1
Synthos c.a.;215;1
Synthos sae;215;1
Synthos;215;0
Bitufa private l.l.p.;216;1
Bitufa Waterproofing B.V.;216;0
Bitufa;216;1
Bitufa l.l.c. sal;216;1
BITUFA;216;0
Mondi fie;217;1
Mondi DM;217;1
Mondi Limited;217;0
MONDI;217;0
Mondi;217;1
Lcy Elastomers Lp;218;0
Lcy Elastomers nl l.p.;218;1
Huizhou Lcy Elastomers Corp.;218;0
Lcy Elastomers;218;1
LCY ELASTOMERS;218;1
Dynasol Llc;219;0
Liaoning North Dynasol Synthetic Rubber Co., Ltd.;219;0
Dynasol Elastomeros Sa De Cv;219;0
Dynasol;219;1
Dynasol gie;219;1
DowDuPont;220;0
DuPont;220;0
The Dow Chemical Company;220;0
Dowdupont Dupont The Dow Chemical Company;220;1
DOWDUPONT DUPONT THE DOW CHEMICAL COMPANY etat;220;1
Saint-Gobain;221;1
SAINT-GOBAIN sp. z.o.o. s.c.s. AR;221;1
Isover Saint-Gobain;221;0
SAINT-GOBAIN;221;0
Saint-Gobain Corporation;221;0
Alfagomma;222;0
Alfagomma unltd a.g.;222;1
ALFAGOMMA INDUSTRIAL SPA;222;0
Alfagomma nl private French Guiana;222;1
Alfagomma s. en c. as;222;1
ESSO;223;0
Eosso Brothers, Inc;223;0
Esso Eosso Brothers, Inc yoaj spolka z o.o.;223;1
Esso Eosso Brothers, Inc;223;1
Esso Eosso Brothers, ltd;223;1
Bitumenka GG;224;1
Bitumenka l.l.p. koop.;224;1
BITUMENKA;224;0
Bitumenka;224;1
Bitumenka D.D.;224;0
NKNH;225;0
Nizhnekamsk;225;0
OAO Nizhnekamskneftekhim;225;0
Nizhnekamskneftekhim;225;0
Nizhnekamskneftekhim ses.;225;1
Sunflag Nigeria Ltd.;226;0
Sunflag Tanzania Ltd.;226;0
Sunflag Ltd. tmi sicav llp CR;226;1
Sunflag Ltd.;226;1
Sunflag Thailand Ltd.;226;0
Perretti Petroli S.p.a.;227;0
PERETTI BITUMI;227;0
Perretti Petroli S.P.A. Peretti Bitumi xt p.l.l.c. d.o.o.;227;1
Perretti Petroli S.P.A. Peretti Bitumi QA;227;1
Perretti Petroli S.P.A. Peretti Bitumi;227;1
Iko Slovakia, S.R.O. plc llp LC;228;1
Iko Slovakia, S.R.O. Sales k/s lllp;228;1
IKO Slovakia, s.r.o.;228;0
Iko Slovakia, S.R.O. Sales;228;1
iko sales;228;0
Lotte Chemical Corporation Kosea Versalis Elastomers Co., fie fop Estonia;229;1
LOTTE Chemical Corporation Kosea Versalis Elastomers Co., Ltd. sae;229;1
Lotte Chemical Corporation Kosea Versalis Elastomers Co., Ltd.;229;1
Lotte Chemical Corporation KOSEA;229;0
